,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
338,Gorontalo,35,ID,1584487728,75,0.54,123.06,80.33000000000004,1.22
339,Vendôme,45,FR,1584487946,87,47.8,1.07,55.66999999999996,1.0
340,Banda Aceh,67,ID,1584487946,81,5.56,95.32,73.74199999999999,2.13
341,Rizhao,0,CN,1584487947,55,35.43,119.46,54.30199999999998,3.49
342,Fairbanks,90,US,1584487947,50,64.84,-147.72,37.66999999999996,0.41
343,Los Llanos de Aridane,20,ES,1584487947,77,28.66,-17.92,61.069999999999965,6.2
344,Sabha,81,LY,1584487947,23,27.04,14.43,70.51999999999995,6.67
345,Orange Walk District,20,BZ,1584487948,69,17.83,-88.83,82.66999999999996,4.6
346,Wadi Maliz,40,TN,1584487948,67,36.47,8.55,61.069999999999965,3.6
347,Vanavara,56,RU,1584487948,93,60.34,102.28,-1.2639999999999816,1.82
348,Mahébourg,40,MU,1584487948,88,-20.41,57.7,77.26999999999995,2.39
349,Bang Len,20,TH,1584487949,78,14.02,100.17,85.26199999999996,2.6
350,Williams Lake,40,CA,1584487949,32,52.14,-122.14,41.26999999999996,2.1
351,Ayagoz,100,KZ,1584487949,84,47.97,80.44,36.464000000000034,1.24
352,Port-Cartier,90,CA,1584487949,92,50.03,-66.87,27.26600000000001,7.2
353,Hohhot,100,CN,1584487950,58,40.81,111.65,26.86999999999996,3.0
354,Salta,75,AR,1584487950,83,-24.79,-65.41,71.86999999999996,3.1
355,Kampot,40,KH,1584487951,74,10.62,104.18,80.86999999999996,2.1
356,Amos,75,CA,1584487876,86,48.57,-78.12,28.66999999999996,5.1
357,Kumasi,100,GH,1584487685,87,6.69,-1.62,77.54000000000002,2.39
358,Mwense,62,ZM,1584487952,98,-10.38,28.7,65.51600000000002,0.4
359,Ponta Delgada,20,PT,1584487952,82,37.73,-25.67,55.66999999999996,1.5
360,Ola,93,RU,1584487704,80,59.58,151.28,10.238000000000046,0.7
361,Khovd,0,MN,1584487953,48,48.01,91.64,26.185999999999968,0.97
362,Bowen,13,AU,1584487955,73,-20.02,148.23,81.26600000000002,6.2
363,Kropotkin,100,RU,1584487955,58,45.44,40.58,34.26799999999999,4.68
364,Lata,0,PT,1584487956,87,40.16,-8.33,62.27599999999999,0.5
365,Flin Flon,40,CA,1584487956,38,54.77,-101.86,7.069999999999958,4.1
366,Husavik,90,IS,1584487956,95,66.04,-17.34,32.26999999999996,12.3
367,Kutum,0,SD,1584487783,23,14.2,24.67,59.05399999999995,1.74
368,Nacogdoches,90,US,1584487776,69,31.6,-94.63,77.26999999999995,2.6
369,Macusani,100,PE,1584487966,95,-14.08,-70.43,35.924000000000014,2.27
370,Maryborough,2,AU,1584487967,60,-25.53,152.7,76.424,4.25
371,Henties Bay,0,NA,1584487968,95,-22.12,14.28,62.27599999999999,2.37
372,Colares,15,PT,1584487968,50,38.8,-9.45,59.26999999999996,5.7
373,Yulara,0,AU,1584487968,28,-25.24,130.99,82.66999999999996,4.6
374,Sechura,15,PE,1584487969,86,-5.56,-80.82,76.45999999999998,4.62
375,Tautira,40,PF,1584487969,70,-17.73,-149.15,88.06999999999996,3.1
376,Dali,0,CN,1584487969,84,25.7,100.18,44.29399999999997,1.5
377,Friesach,75,AT,1584487969,76,46.96,14.41,52.069999999999965,2.6
378,Bud,1,US,1584487970,53,39.45,-86.18,54.266000000000005,0.78
379,Wick,84,GB,1584487970,74,58.43,-3.08,39.272000000000034,3.6
380,Necochea,100,AR,1584487836,87,-38.55,-58.74,65.26400000000004,0.77
381,The Valley,20,AI,1584487929,69,18.22,-63.06,80.86999999999996,3.1
382,Daura,92,NG,1584487972,8,11.55,11.41,75.29000000000002,4.12
383,Kushmurun,0,KZ,1584487973,88,52.45,64.63,18.89600000000005,3.96
384,Santa Barbara,40,US,1584487789,54,34.42,-119.7,61.069999999999965,2.6
385,San Luis,1,AR,1584487982,70,-33.3,-66.34,68.558,4.5
386,Port Blair,100,IN,1584487982,72,11.67,92.75,82.59800000000003,3.25
387,Peniche,0,PT,1584487960,87,39.36,-9.38,59.26999999999996,0.5
388,Jalu,0,LY,1584487984,34,29.03,21.55,58.424000000000014,5.11
389,Lusambo,100,CD,1584487985,99,-4.97,23.45,68.88200000000002,0.37
390,Daru,68,PG,1584487986,67,-9.08,143.21,85.81999999999996,2.65
391,Silopi,100,TR,1584487986,85,37.25,42.47,55.25600000000003,4.67
392,Shakawe,96,BW,1584487987,90,-18.37,21.85,65.55199999999998,1.55
393,Vestmanna,43,FO,1584487988,70,62.16,-7.17,34.06999999999996,11.3
394,Belmonte,40,BR,1584487989,78,-15.86,-38.88,80.86999999999996,4.1
395,Kruisfontein,0,ZA,1584487870,83,-34.0,24.73,62.76199999999996,3.75
396,Waitati,0,NZ,1584487850,53,-45.75,170.57,59.26999999999996,4.02
397,Saint-Prosper,96,CA,1584487990,100,46.21,-70.48,35.27599999999999,4.02
398,Kuantan,20,MY,1584487990,94,3.81,103.33,75.46999999999997,1.0
399,Beisfjord,75,NO,1584487990,93,68.38,17.6,35.86999999999996,8.7
400,Klaksvík,43,FO,1584487990,67,62.23,-6.59,34.06999999999996,11.3
401,Khorixas,45,NA,1584487991,64,-20.37,14.97,72.5,1.3
402,Manjo,100,CM,1584487992,97,4.84,9.82,70.51999999999995,0.17
403,Kadhan,0,PK,1584487992,27,24.48,68.99,70.358,2.45
404,Havre-St-Pierre,90,CA,1584487993,92,50.23,-63.6,26.86999999999996,6.7
405,Okhotsk,0,RU,1584487994,78,59.38,143.3,6.40399999999995,2.31
406,Saint-François,0,FR,1584487995,87,46.42,3.91,43.06999999999996,0.68
407,Plettenberg Bay,0,ZA,1584487911,77,-34.05,23.37,64.56199999999995,4.45
408,Dubai,0,AE,1584487923,57,25.26,55.3,78.27799999999996,1.5
409,Šeduva,75,LT,1584487998,86,55.77,23.77,39.469999999999956,4.6
410,Shizunai-furukawachō,98,JP,1584487999,91,42.33,142.37,36.64399999999997,0.47
411,Grand-Santi,100,GF,1584488001,60,4.25,-54.38,82.85,2.75
412,Richards Bay,100,ZA,1584488002,70,-28.78,32.04,71.708,9.45
413,Yar-Sale,41,RU,1584488003,81,66.83,70.83,9.80600000000003,5.68
414,Cabedelo,48,BR,1584488004,83,-6.98,-34.83,80.86999999999996,3.1
415,Chumikan,98,RU,1584488004,77,54.72,135.31,27.877999999999965,3.29
416,Coquimbo,20,CL,1584488005,82,-29.95,-71.34,61.069999999999965,4.1
417,Ust-Maya,86,RU,1584488006,92,60.42,134.53,8.869999999999958,1.01
418,Mayo,90,US,1584488009,66,38.89,-76.51,63.266000000000005,2.1
419,Kapit,69,MY,1584488009,97,2.02,112.93,74.46199999999996,0.63
420,Aksarka,16,RU,1584488009,83,66.56,67.8,14.377999999999961,7.17
421,Yenagoa,86,NG,1584487901,89,4.92,6.26,79.34000000000003,2.25
422,Lahaina,40,US,1584487786,65,20.88,-156.68,82.66999999999996,4.1
423,Moreira Sales,0,BR,1584487896,84,-24.06,-53.01,75.01999999999995,2.34
424,Kenai,90,US,1584488012,92,60.55,-151.26,29.26400000000003,2.6
425,Tigil',100,RU,1584488012,80,57.8,158.67,15.241999999999994,0.9
426,Cairns,75,AU,1584487855,74,-16.92,145.77,82.27400000000002,6.2
427,Narón,0,ES,1584488015,87,43.52,-8.15,55.274000000000015,1.0
428,Atbasar,7,KZ,1584487924,93,51.8,68.33,17.725999999999985,4.55
429,Chui,100,UY,1584488017,83,-33.7,-53.46,68.03599999999997,4.44
430,Yarensk,84,RU,1584488019,88,62.17,49.09,25.75399999999995,4.29
431,Indramayu,74,ID,1584488020,78,-6.33,108.32,80.708,1.12
432,Pokhara,0,NP,1584488021,59,28.23,83.98,57.524000000000015,1.34
433,Bontang,67,ID,1584487839,80,0.13,117.5,81.85999999999999,6.86
434,Mergen,99,CN,1584488023,91,49.18,125.22,25.267999999999983,3.01
435,Poum,18,NC,1584488023,75,-20.23,164.02,80.40199999999999,6.89
436,Praia,75,CV,1584488023,68,14.92,-23.51,70.06999999999996,7.7
437,Sarandi,2,BR,1584488024,84,-23.44,-51.87,74.39000000000001,2.38
438,San Felipe,23,VE,1584488024,93,10.34,-68.74,70.96999999999997,1.07
439,Kutoarjo,100,ID,1584488025,86,-7.72,109.91,73.74199999999999,0.87
440,Shawinigan,75,CA,1584488026,90,46.57,-72.75,38.26400000000003,3.6
441,Zunyi,49,CN,1584488027,85,27.69,106.91,49.24399999999997,0.89
442,Tarakan,52,ID,1584488027,88,3.3,117.63,77.61199999999997,1.88
443,Half Moon Bay,75,US,1584487776,71,37.46,-122.43,57.469999999999956,2.1
444,Road Town,40,VG,1584488030,78,18.42,-64.62,79.06999999999996,2.6
445,Saint-Augustin,100,CA,1584488031,85,51.23,-58.65,27.716000000000008,9.73
446,Changji,100,CN,1584488031,45,44.02,87.32,44.86999999999996,4.0
447,Cabra,26,ES,1584488032,67,37.47,-4.44,59.26999999999996,5.1
448,Katete,100,UG,1584488032,95,-0.78,29.75,60.09800000000003,1.36
449,Savannah Bight,1,HN,1584488033,77,16.45,-85.85,80.34800000000003,8.36
450,Shuiji,100,CN,1584488033,96,27.42,118.34,53.47400000000002,0.48
451,Zhezkazgan,38,KZ,1584488034,75,47.8,67.71,25.34000000000002,1.9
452,Meulaboh,100,ID,1584488035,73,4.14,96.13,80.16799999999998,2.13
453,Cape Coast,100,GH,1584488035,85,5.11,-1.25,83.31799999999998,7.86
454,Oudtshoorn,0,ZA,1584488036,87,-33.59,22.2,61.069999999999965,2.1
455,Härnösand,0,SE,1584488037,100,62.63,17.94,42.27799999999996,1.0
456,Lubango,100,AO,1584488038,94,-14.92,13.49,61.71799999999999,1.47
457,Bandarbeyla,44,SO,1584488039,71,9.49,50.81,79.25,4.34
458,Gawler,53,AU,1584487839,24,-34.6,138.73,83.26400000000004,5.1
459,Jijiga,39,ET,1584488040,67,9.35,42.8,65.89399999999998,2.5
460,La Santisima Trinidad,75,BO,1584488042,79,-14.83,-64.9,84.46999999999997,0.97
461,Virginia Beach,75,US,1584487773,63,36.85,-75.98,66.46999999999997,4.1
462,Forio,1,IT,1584488044,93,40.73,13.86,55.274000000000015,4.62
463,Ekibastuz,0,KZ,1584488044,84,51.67,75.37,25.051999999999975,5.9
464,Shemgang,0,BT,1584488045,63,27.22,90.66,52.358000000000004,2.76
465,Hazaribagh,0,IN,1584488045,46,23.98,85.35,64.04000000000002,1.84
466,Nioro,0,GM,1584488050,43,13.35,-15.75,74.46199999999996,4.92
467,Beidao,30,CN,1584488052,38,34.57,105.89,44.096000000000046,0.52
468,Teya,100,RU,1584488052,85,60.38,92.63,11.35399999999995,2.32
469,Barra do Corda,82,BR,1584488053,94,-5.5,-45.25,75.308,1.07
470,Santa Maria,0,BR,1584488053,66,-29.68,-53.81,75.70399999999995,3.25
471,Victor Harbor,99,AU,1584487823,24,-35.57,138.62,82.27400000000002,5.1
472,São José da Coroa Grande,17,BR,1584488053,75,-8.9,-35.15,83.71400000000003,5.65
473,Waingapu,0,ID,1584488054,72,-9.66,120.26,84.77599999999998,5.07
474,Sioux Lookout,1,CA,1584487854,38,50.1,-91.92,25.069999999999958,6.2
475,Sahuaripa,74,MX,1584488056,43,29.05,-109.23,67.76600000000002,5.02
476,Zhangjiakou,78,CN,1584488056,25,40.81,114.88,40.45999999999998,2.7
477,Traverse City,1,US,1584487801,38,44.76,-85.62,39.469999999999956,5.1
478,Tomohon,20,ID,1584487961,94,1.33,124.84,77.26999999999995,0.5
479,Eureka,90,US,1584487991,70,40.8,-124.16,49.26199999999996,2.6
480,Oranjemund,0,NA,1584488059,94,-28.55,16.43,60.78200000000002,2.33
481,Santa María del Oro,100,MX,1584488059,25,25.93,-105.37,72.57200000000003,10.53
482,Mbandaka,52,CD,1584488059,97,0.05,18.26,71.94200000000001,1.18
483,Jardim,10,BR,1584488060,90,-21.48,-56.14,74.56999999999996,1.42
484,Matara,100,LK,1584487882,76,5.95,80.54,77.59399999999997,5.17
485,Coari,100,BR,1584488062,96,-4.08,-63.14,76.38800000000005,0.69
486,Cayenne,6,GF,1584487804,88,4.93,-52.33,77.26999999999995,1.0
487,Marystown,55,CA,1584488064,77,47.17,-55.15,31.819999999999958,13.03
488,İskilip,58,TR,1584488065,65,40.74,34.47,25.861999999999956,3.37
489,Salinópolis,72,BR,1584488065,81,-0.61,-47.36,82.50800000000001,5.29
490,Chanika,100,TZ,1584488066,98,-5.42,38.02,70.21400000000003,0.3
491,Seoul,90,KR,1584487751,100,37.57,126.98,39.469999999999956,1.0
492,Geraldton,93,AU,1584488068,59,-28.77,114.6,64.66999999999996,3.6
493,Evensk,98,RU,1584488068,90,61.95,159.23,12.001999999999974,1.32
494,Kisangani,99,CD,1584488068,99,0.52,25.2,71.24000000000002,1.53
495,Kolokani,64,ML,1584488068,12,13.57,-8.03,82.02200000000005,3.81
496,Laas,15,IT,1584488069,86,46.62,10.7,42.27799999999996,2.1
497,Rūdbār,75,AF,1584487778,34,30.15,62.6,69.674,5.18
498,Saint Anthony,40,US,1584487851,41,45.02,-93.22,43.26799999999999,3.6
499,São João da Barra,75,BR,1584488069,88,-21.64,-41.05,75.46999999999997,6.2
500,Tres Arroyos,100,AR,1584488070,88,-38.37,-60.28,62.99600000000005,1.91
501,Buchanan,75,LR,1584488070,83,5.88,-10.05,82.66999999999996,2.6
502,Rundu,100,NA,1584488070,94,-17.93,19.77,70.06999999999996,4.1
503,Nador,90,MA,1584488070,93,35.17,-2.93,61.069999999999965,5.7
504,Alyangula,6,AU,1584488071,88,-13.85,136.42,79.06999999999996,0.5
505,Whitehorse,75,CA,1584488069,88,60.72,-135.05,34.26799999999999,0.83
506,Nadym,94,RU,1584488009,85,65.53,72.52,17.114000000000033,7.48
507,Turbat,0,PK,1584487893,28,26.0,63.04,66.14600000000004,0.54
508,Plácido de Castro,100,BR,1584488073,98,-10.34,-67.19,75.2,1.26
509,Remontnoye,100,RU,1584488073,66,46.56,43.65,32.26999999999996,2.0
510,Slave Lake,40,CA,1584487945,67,55.28,-114.77,23.26999999999996,3.1
511,Sisimiut,100,GL,1584488074,76,66.94,-53.67,7.159999999999979,8.2
512,Kiryat Gat,75,IL,1584488074,87,31.61,34.76,56.26400000000004,5.1
513,São Mateus do Maranhão,81,BR,1584488075,90,-4.04,-44.48,75.05600000000004,1.12
514,Khani,90,GE,1584488075,93,41.96,42.96,37.66999999999996,1.0
515,Sri Aman,66,MY,1584488076,100,1.24,111.46,75.46999999999997,0.83
516,Rio Bonito,90,BR,1584488078,100,-22.71,-42.61,75.46999999999997,3.1
517,Gibsons,20,CA,1584488079,76,49.4,-123.5,57.272000000000034,5.7
518,San Cristobal,40,VE,1584488079,58,7.77,-72.22,84.46999999999997,2.1
519,Ossora,100,RU,1584488079,86,59.24,163.07,18.625999999999987,5.56
520,Lompoc,20,US,1584487892,50,34.64,-120.46,58.26199999999996,3.6
521,Pacific Grove,40,US,1584488068,71,36.62,-121.92,56.26400000000004,2.1
522,Liberty,75,US,1584488088,88,31.83,-81.5,79.06999999999996,0.64
523,Pallasovka,0,RU,1584488089,56,50.05,46.88,33.44000000000002,2.14
524,Shestakovo,88,RU,1584488091,97,56.49,103.96,4.135999999999967,1.61
525,Lac du Bonnet,100,CA,1584488093,59,50.25,-96.06,23.26999999999996,1.74
526,Broken Hill,0,AU,1584488093,40,-31.95,141.43,73.66999999999996,4.6
527,Plérin,57,FR,1584488093,93,48.54,-2.78,44.86999999999996,3.16
528,Jalgaon,28,IN,1584488093,53,21.02,75.57,75.90199999999999,0.8
529,Kondinskoye,71,RU,1584488094,84,59.65,67.41,21.380000000000038,6.3
530,Camaná,92,PE,1584488094,85,-16.62,-72.71,67.1,2.19
531,Vostok,37,RU,1584488094,87,46.49,135.88,26.00600000000003,2.46
532,Chuka,100,KE,1584488094,84,-0.33,37.65,62.311999999999955,1.56
533,Thinadhoo,46,MV,1584488095,78,0.53,72.93,84.34399999999997,6.6
534,Itupiranga,40,BR,1584488095,88,-5.13,-49.33,82.66999999999996,1.0
535,Uvat,100,RU,1584488095,82,59.14,68.9,25.55600000000003,6.41
536,Haines Junction,45,CA,1584488095,77,60.75,-137.51,25.75399999999995,1.37
537,College,90,US,1584488059,50,64.86,-147.8,37.66999999999996,0.46
538,Ixtapa,90,MX,1584488096,78,20.7,-105.2,77.26999999999995,5.7
539,Leningradskiy,100,RU,1584488097,79,69.38,178.42,29.498000000000026,3.32
540,Marawi,95,PH,1584488097,84,8.0,124.29,75.27200000000005,3.13
541,Shache,100,CN,1584487883,26,38.42,77.24,48.14600000000005,1.46
542,La Ronge,40,CA,1584488097,42,55.1,-105.28,7.069999999999958,3.1
543,Avera,1,US,1584488099,82,33.19,-82.53,71.86999999999996,2.1
544,El Dorado,90,US,1584488099,68,33.21,-92.67,68.26999999999995,4.6
545,Pangnirtung,90,CA,1584488099,77,66.15,-65.71,5.269999999999957,7.2
546,Dubrovka,33,RU,1584488099,95,53.69,33.51,34.483999999999995,2.92
547,Moss Vale,0,AU,1584488099,64,-34.55,150.38,75.27200000000005,3.6
548,Vieques,90,PR,1584488100,74,18.43,-65.83,80.86999999999996,6.2
549,Morón,90,AR,1584488100,100,-34.65,-58.62,64.66999999999996,2.6
550,Nampa,40,US,1584488063,71,43.54,-116.56,57.272000000000034,8.2
551,Jugsālai,0,IN,1584488101,44,22.77,86.18,70.34000000000003,0.91
552,Barra do Garças,18,BR,1584488102,86,-15.89,-52.26,73.88599999999997,0.9
553,Mossamedes,100,AO,1584487908,80,-15.2,12.15,73.74199999999999,1.86
554,Kachug,44,RU,1584488102,94,53.96,105.88,6.961999999999954,1.1
555,Faya,40,SA,1584488103,87,18.39,42.45,62.86999999999996,4.6
556,Kolpashevo,100,RU,1584488104,83,58.31,82.91,25.51999999999996,7.41
